	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0	13.5	14.0	14.5	15.0	15.5	16.0	16.5	17.0	17.5	18.0	18.5	19.0	19.5
50	0.047304697140984085	0.04930469714098408	0.05130469714098408	0.053304697140984084	0.055304697140984085	0.05730469714098409	0.05930469714098409	0.061304697140984084	0.06330469714098408	0.0653046971409841	0.06730469714098408	0.06930469714098408	0.07130469714098409	0.07330469714098409	0.07530469714098409	0.07730469714098408	0.07930469714098409	0.08130469714098408	0.0833046971409841	0.08530469714098408	0.08730469714098409	0.08930469714098409	0.09130469714098408	0.09330469714098409	0.09530469714098408	0.0973046971409841	0.09930469714098408	0.1013046971409841	0.10330469714098409	0.10530469714098409	0.10730469714098409	0.10930469714098408	0.1113046971409841	0.11330469714098408	0.1153046971409841	0.11730469714098408	0.1193046971409841	0.12130469714098409	0.12330469714098408
60	0.05733528204560912	0.059335282045609124	0.06133528204560912	0.06333528204560912	0.06533528204560912	0.06733528204560911	0.06933528204560911	0.07133528204560911	0.07333528204560912	0.07533528204560912	0.07733528204560912	0.0793352820456091	0.08133528204560912	0.08333528204560911	0.08533528204560911	0.08733528204560911	0.08933528204560912	0.09133528204560912	0.09333528204560912	0.09533528204560912	0.09733528204560911	0.09933528204560912	0.10133528204560911	0.10333528204560911	0.10533528204560912	0.10733528204560912	0.10933528204560912	0.11133528204560912	0.11333528204560912	0.11533528204560911	0.11733528204560911	0.11933528204560911	0.12133528204560913	0.12333528204560912	0.12533528204560912	0.12733528204560912	0.12933528204560912	0.13133528204560913	0.13333528204560913
70	0.06958666611407792	0.07158666611407792	0.07358666611407792	0.07558666611407792	0.07758666611407791	0.07958666611407791	0.08158666611407792	0.08358666611407792	0.08558666611407792	0.08758666611407792	0.08958666611407792	0.09158666611407791	0.09358666611407793	0.09558666611407791	0.09758666611407792	0.09958666611407792	0.10158666611407792	0.10358666611407792	0.10558666611407792	0.10758666611407793	0.10958666611407791	0.11158666611407793	0.11358666611407792	0.11558666611407792	0.11758666611407792	0.11958666611407792	0.12158666611407792	0.12358666611407793	0.12558666611407793	0.12758666611407793	0.12958666611407793	0.13158666611407793	0.13358666611407793	0.13558666611407794	0.1375866661140779	0.13958666611407794	0.14158666611407794	0.14358666611407794	0.14558666611407792
80	0.08455054040658525	0.08655054040658525	0.08855054040658525	0.09055054040658525	0.09255054040658524	0.09455054040658524	0.09655054040658524	0.09855054040658524	0.10055054040658525	0.10255054040658525	0.10455054040658525	0.10655054040658524	0.10855054040658525	0.11055054040658524	0.11255054040658524	0.11455054040658524	0.11655054040658525	0.11855054040658525	0.12055054040658525	0.12255054040658525	0.12455054040658524	0.12655054040658525	0.12855054040658526	0.13055054040658526	0.13255054040658526	0.13455054040658526	0.13655054040658526	0.13855054040658524	0.14055054040658527	0.14255054040658524	0.14455054040658524	0.14655054040658524	0.14855054040658527	0.15055054040658525	0.15255054040658525	0.15455054040658525	0.15655054040658528	0.15855054040658526	0.16055054040658526
90	0.10282745774021577	0.10482745774021578	0.10682745774021578	0.10882745774021577	0.11082745774021578	0.11282745774021577	0.11482745774021577	0.11682745774021577	0.11882745774021578	0.12082745774021578	0.12282745774021578	0.12482745774021578	0.12682745774021578	0.12882745774021578	0.13082745774021579	0.1328274577402158	0.1348274577402158	0.13682745774021576	0.1388274577402158	0.1408274577402158	0.1428274577402158	0.14482745774021577	0.1468274577402158	0.14882745774021577	0.15082745774021575	0.15282745774021578	0.1548274577402158	0.15682745774021578	0.15882745774021576	0.16082745774021578	0.16282745774021576	0.16482745774021576	0.16682745774021576	0.1688274577402158	0.17082745774021577	0.17282745774021577	0.17482745774021577	0.1768274577402158	0.17882745774021575
100	0.1251509349821775	0.1271509349821775	0.1291509349821775	0.1311509349821775	0.1331509349821775	0.1351509349821775	0.1371509349821775	0.13915093498217748	0.1411509349821775	0.1431509349821775	0.14515093498217752	0.1471509349821775	0.14915093498217752	0.1511509349821775	0.15315093498217752	0.1551509349821775	0.15715093498217753	0.1591509349821775	0.1611509349821775	0.1631509349821775	0.1651509349821775	0.1671509349821775	0.1691509349821775	0.1711509349821775	0.1731509349821775	0.1751509349821775	0.17715093498217752	0.17915093498217752	0.18115093498217752	0.1831509349821775	0.18515093498217752	0.1871509349821775	0.18915093498217753	0.1911509349821775	0.19315093498217753	0.19515093498217748	0.1971509349821775	0.1991509349821775	0.2011509349821775
110	0.15241689165723535	0.15441689165723538	0.15641689165723535	0.15841689165723538	0.16041689165723536	0.16241689165723538	0.16441689165723536	0.16641689165723536	0.16841689165723536	0.1704168916572354	0.17241689165723537	0.17441689165723537	0.17641689165723537	0.17841689165723537	0.18041689165723537	0.18241689165723537	0.18441689165723538	0.18641689165723538	0.18841689165723535	0.19041689165723538	0.19241689165723536	0.19441689165723539	0.19641689165723536	0.1984168916572354	0.20041689165723536	0.20241689165723536	0.20441689165723537	0.2064168916572354	0.20841689165723537	0.21041689165723537	0.21241689165723537	0.21441689165723538	0.21641689165723538	0.21841689165723538	0.22041689165723538	0.22241689165723535	0.22441689165723536	0.2264168916572354	0.22841689165723536
120	0.18571960634402668	0.18771960634402668	0.18971960634402668	0.19171960634402668	0.19371960634402668	0.1957196063440267	0.1977196063440267	0.1997196063440267	0.2017196063440267	0.20371960634402667	0.2057196063440267	0.20771960634402667	0.2097196063440267	0.21171960634402667	0.2137196063440267	0.21571960634402668	0.21771960634402668	0.21971960634402668	0.2217196063440267	0.22371960634402668	0.22571960634402669	0.2277196063440267	0.2297196063440267	0.23171960634402666	0.2337196063440267	0.2357196063440267	0.2377196063440267	0.23971960634402667	0.2417196063440267	0.24371960634402667	0.24571960634402668	0.24771960634402668	0.2497196063440267	0.2517196063440267	0.2537196063440267	0.2557196063440267	0.2577196063440267	0.2597196063440267	0.2617196063440267
130	0.22639563391669484	0.22839563391669487	0.23039563391669485	0.23239563391669488	0.23439563391669485	0.23639563391669488	0.23839563391669485	0.24039563391669486	0.24239563391669486	0.2443956339166949	0.24639563391669486	0.24839563391669486	0.2503956339166949	0.25239563391669484	0.2543956339166949	0.25639563391669484	0.2583956339166949	0.26039563391669485	0.26239563391669485	0.26439563391669485	0.26639563391669485	0.26839563391669485	0.27039563391669486	0.27239563391669486	0.2743956339166948	0.27639563391669486	0.27839563391669486	0.28039563391669486	0.2823956339166948	0.28439563391669487	0.28639563391669487	0.28839563391669487	0.2903956339166948	0.2923956339166949	0.2943956339166949	0.2963956339166948	0.2983956339166948	0.3003956339166949	0.30239563391669483
